destination country,destination city,description,time,year,year_aggregate
Egypt,Cairo,"Met with President Abdel Fattah al-Sisi, Foreign Minister Sameh Shoukry, and Arab League Secretary-General Nabil al-Araby.","September 13–14, 2014",2014,2015
France,Paris,Attended the International Conference on Peace and Security in Iraq.,"September 14–15, 2014",2014,2015
Egypt,Cairo,Attended the Gaza Donors Conference.,"October 12–13, 2014",2014,2015
France,Paris,"Met with Foreign Minister Laurent Fabius, Russian Foreign Minister Sergei Lavrov, and Libyan Foreign Minister Mohammed al-Dairi.","October 13–14, 2014",2014,2015
Austria,Vienna,Trilateral meeting with EU High Representative Lady Catherine Ashton and Iranian Foreign Minister Mohammad Javad Zarif.,"October 15, 2014",2014,2015
Indonesia,Jakarta,Attended the inauguration of Joko Widodo.,"October 20–21, 2014",2014,2015
Germany,Berlin,Met with Chancellor Angela Merkel and Foreign Minister Frank-Walter Steinmeier.,"October 21–22, 2014",2014,2015
Canada,Ottawa,Met with Prime Minister Stephen Harper and Foreign Minister John Baird.,"October 28, 2014",2014,2015
France,Paris,"Met with Foreign Minister Laurent Fabius, Jordanian Foreign Minister Nasser Judeh and Quartet Representative Tony Blair.","November 4–6, 2014",2014,2015
"China, People’s Republic of",Beijing,Attended the APEC Ministerial Meeting.,"November 7–8, 2014",2014,2015
Oman,Muscat,Attended a trilateral meeting with EU High Representative Lady Catherine Ashton and Iranian Foreign Minister Mohammad Javad Zarif.,"November 9–11, 2014",2014,2015
"China, People’s Republic of",Beijing,Accompanied President Obama.,"November 11–12, 2014",2014,2015
Jordan,Amman,"Met with King Abdullah II, Foreign Minister Nasser Judeh, and Palestinian Authority President Mahmoud Abbas. Attended a bilateral meeting of King Abdullah II and Israeli Prime Minister Benjamin Netanyahu.","November 12–13, 2014",2014,2015
United Kingdom,London,Attended EU/P5+1 negotiations with Iran.,"November 18–20, 2014",2014,2015
Austria,Vienna,"Attended meetings with the P5+1 representatives, EU High Representative Ashton, and Iranian Foreign Minister Zarif.","November 20–24, 2014",2014,2015
Belgium,Brussels,"Attended the NATO Foreign Ministers meeting, the first ministerial meeting of the Counter-ISIL Coalition, and the 6th U.S.-EU Energy Council meeting.","December 1–3, 2014",2014,2015
Switzerland,Basel,Attended an OSCE Ministerial Meeting.,"December 3–4, 2014",2014,2015
United Kingdom,London,Attended the Conference on Afghanistan.,"December 4–5, 2014",2014,2015
Peru,Lima,Met with President Ollanta Humala Tasso and French Foreign Minister Fabius. Addressed the COP-20.,"December 11, 2014",2014,2015
Colombia,Bogota,Met with President Juan Manuel Santos and Foreign Minister Maria Angela Holguin.,"December 12, 2014",2014,2015
Italy,Rome,Met with Russian Foreign Minister Sergei Lavrov and Israeli Prime Minister Benjamin Netanyahu.,"December 14–15, 2014",2014,2015
France,Paris,Met with the EU3 Foreign Ministers.,"December 15, 2014",2014,2015
United Kingdom,London,Met with the Arab League Special Committee and with Quartet Representative Tony Blair.,"December 16, 2014",2014,2015
Germany,Munich,Met with Sultan Qaboos of Oman.,"January 10, 2015",2015,2015
India,Ahmedabad,Attended the Vibrant Gujerat Global Investors Summit.,"January 11–12, 2015",2015,2015
Pakistan,Islamabad,Attended the Second U.S.-Pakistan Strategic Dialogue Ministerial meeting.,"January 12–14, 2015",2015,2015
Switzerland,Geneva,Met with UN Special Envoy for Syria Steffan de Mistura and Iranian Foreign Minister Mohammed Javad Zarif.,"January 14, 2015",2015,2015
Bulgaria,Sofia,"Met with President Rosen Plevneliev, Prime Minister Boyko Borissov, Foreign Minister Daniel Mitov, and British Foreign Secretary Phillp Hammond.","January 14–15, 2015",2015,2015
France,Paris,"Met with President Francois Hollande, Foreign Minister Laurent Fabius, Mayor Anne Hidlago, and Iranian Foreign Minister Mohammed Javad Zarif.","January 16, 2015",2015,2015
United Kingdom,London,Attended a meeting of the Counter-ISIL Coalition Small Group and met with Foreign Secretary Philip Hammond.,"January 22, 2015",2015,2015
Switzerland,Davos,Attended the World Economic Forum.,"January 22–24, 2015",2015,2015
Nigeria,Lagos,Met with President Goodluck Jonathan and presidential candidate Muhammedu Buhari.,"January 24–25, 2015",2015,2015
Switzerland,Geneva,Met with members of the U.S. Mission.,"January 26, 2015",2015,2015
Saudi Arabia,Riyadh,Accompanied President Obama to offer condolences to King Salman bin Abd al Aziz bin Saud after the passing of King Abdullah.,"January 27, 2015",2015,2015
Ukraine,Kyiv,Met with President Petro Poroshenko and Prime Minister Arseniy Yatsenyuk.,"February 5–6, 2015",2015,2015
Germany,Munich,Attended the 51st Munich Security Conference.,"February 6–8, 2015",2015,2015
United Kingdom,London,Met with Foreign Secretary Philip Hammond.,"February 21–22, 2015",2015,2015
Switzerland,Geneva,Met with Iranian Foreign Minister Mohammed Javad Zarif.,"February 22–23, 2015",2015,2015
Switzerland,"Geneva, Montreux",Attended the 28th Session of the UN Human Rights Commission and met with Russian Foreign Minister Sergei Lavrov. Met with Iranian Foreign Minister Mohammed Javad Zarif in Montreux.,"March 2–4, 2015",2015,2015
Saudi Arabia,Riyadh,Met with King Salman and Foreign Minister Saud al-Faisal and attended a meeting of Gulf Cooperation Council Foreign Ministers.,"March 4–6, 2015",2015,2015
United Kingdom,London,Met with Gulf Cooperation Council Foreign Ministers.,"March 6, 2015",2015,2015
France,Paris,"Met with the Foreign Ministers of France, Germany, and the United Kingdom, and with EU High Representative Federica Mogherini.","March 7, 2015",2015,2015
Egypt,Sharm el-Sheikh,Attended the Egypt Economic Development Conference.,"March 13–15, 2015",2015,2015
Switzerland,Lausanne,Attended the P5 + 1 negotiations with Iran.,"March 15–21, 2015",2015,2015
United Kingdom,London,"Met with the Foreign Ministers of France, Germany, and the United Kingdom, and with EU High Representative Federica Mogherini.","March 21, 2015",2015,2015
Switzerland,Lausanne,Attended the P5 + 1 negotiations with Iran.,"March 27–April 2, 2015",2015,2015
Panama,Panama City,Attended the Seventh Summit of the Americas.,"April 9–10, 2015",2015,2015
Germany,Lubeck,Attended the G-7 Foreign Ministers Meeting.,"April 14–15, 2015",2015,2015
Canada,Iqaluit,Attended the Arctic Council Ministerial meeting.,"April 24, 2015",2015,2015
Sri Lanka,Colombo,"Met with President Maithripala Sirisena, Prime Minister Ranil Wikremesinghe, and Foreign Minister Mangala Samaraweera.","May 2–3, 2015",2015,2015
Kenya,Nairobi,Met with President Uhuru Kenyatta and Chief Justice Willy Mutunga. Visited the Dadaab refugee camp.,"May 3–5, 2015",2015,2015
Somalia,Mogadishu,"Met with President Hassan Sheikh Mahmoud, Prime Minister Omar Abdirashid Ali Sharmarke and regional leaders. Announced plans to re-establish a U.S. Embassy.","May 5–6, 2015",2015,2015
Djibouti,Djibouti City,President Ismail Omar Guelleh and Foreign Minister Mahamoud Ali Youssouf.,"May 6, 2015",2015,2015
Saudi Arabia,Riyadh,"Met with King Salman, Crown Prince Mohammed bin Nayef, Foreign Minister Adel al-Jubeir, and Yemeni President Abd Rabbuh Mansur Hadi.","May 6–7, 2015",2015,2015
France,Paris,"Attended ceremonies commemorating the 70th anniversary of VE-Day, Met with Foreign Minister Laurent Fabius and with the Gulf Cooperation Council Foreign Ministers.","May 8, 2015",2015,2015
Russia,Sochi,Met with President Vladimir Putin and Foreign Minister Sergei Lavrov.,"May 12, 2015",2015,2015
Turkey,Antalya,Attended a NATO Foreign Ministers Meeting.,"May 12–13, 2015",2015,2015
"China, People’s Republic of",Beijing,"Met with Foreign Minister Wang Yi, Premier Li Keqiang, State Counselor Yang Jiechi, and President Xi Jingping.","May 16–17, 2015",2015,2015
"Korea, Republic of",Seoul,Met with Foreign Minister Yun Byung-Se and President Park Geun-Hye.,"May 17–18, 2015",2015,2015
Nigeria,Abuja,Attended the inauguration of President Muhammedu Buhari.,"May 29, 2015",2015,2015
Switzerland,Geneva,Met with Iranian Foreign Minister Mohammad Javad Zarif.,"May 29–30, 2015",2015,2015
Austria,Vienna,Met with Iranian Foreign Minister Mohammad Javad Zarif and the Foreign Ministers of the P5+ 1. Negotiated Joint Comprehensive Plan of Action concerning Iran’s nuclear energy program.,"June 26–July 14, 2015",2015,2015
Egypt,Cairo,Co-chaired U.S.-Egypt Strategic Dialogue.,"August 2–3, 2015",2015,2015
Qatar,Doha,Met with the Foreign Ministers of the Gulf Cooperation Council.,"August 3, 2015",2015,2015
Singapore,Singapore,Met with Prime Minister Lee Hsien Loung and Foreign Minister K. Shanmugan. Delivered an address at Singapore Management University.,"August 4, 2015",2015,2015
Malaysia,Kuala Lumpur,Attended the ASEAN Regional Forum.,"August 4–6, 2015",2015,2015
Vietnam,Hanoi,Met with Deputy Prime Minister/Foreign Minister Pham Binh Minh and commemorated the 20th anniversary of the establishment of diplomatic relations.,"August 6–8, 2015",2015,2015
Cuba,Havana,Formally inaugurated the U.S. Embassy. Met with Foreign Minister Bruno Eduardo Rodrigues Parilla.,"August 14, 2015",2015,2015
United Kingdom,London,Met with Foreign Secretary Philip Hammond and UAE Foreign Minister Abdullah bin Zayed.,"September 18–19, 2015",2015,2015
Germany,Berlin,Met with Foreign Minister Frank-Walter Steinmeier.,"September 20, 2015",2015,2015
Chile,Valparaiso,Attended the second Our Ocean Conference.,"October 5, 2015",2015,2015
Haiti,Port-au-Prince,Met with President Michel Martelly.,"October 6, 2015",2015,2015
Italy,Milan,"Commemorated World Food Day, visited the USA Pavilion at Malan EXPO 2015, and met with Foreign Minister Paolo Gentiloni.","October 16–17, 2015",2015,2015
